Year,Economy,Economy Label,CargoType,CargoType Label,Metric tons in millions,Metric tons in millions Footnote,Metric tons in millions Missing value
2017,1450,Developing economies: Oceania,13,Dry cargo loaded,4.557,,
2017,1450,Developing economies: Oceania,10,Total goods loaded,14.416,,
2017,1450,Developing economies: Oceania,21,Crude oil discharged,0.591,,
2017,1450,Developing economies: Oceania,22,Other tanker trade discharged,4.157,,
2017,1450,Developing economies: Oceania,23,Dry cargo discharged,7.756,,
2017,1450,Developing economies: Oceania,20,Total goods discharged,12.504,,
2017,1500,Developed economies,11,Crude oil loaded,374.787,,
2017,1500,Developed economies,12,Other tanker trade loaded,607.636,,
2017,1500,Developed economies,13,Dry cargo loaded,3857.367,,
2017,1500,Developed economies,10,Total goods loaded,4839.789,,
2017,1500,Developed economies,21,Crude oil discharged,1128.275,,
2017,1500,Developed economies,22,Other tanker trade discharged,519.256,,
2017,1500,Developed economies,23,Dry cargo discharged,3002.379,,
2017,1500,Developed economies,20,Total goods discharged,4649.91,,
2017,1520,Developed economies: Americas,11,Crude oil loaded,72.977,,
2017,1520,Developed economies: Americas,12,Other tanker trade loaded,157.019,,
2017,1520,Developed economies: Americas,13,Dry cargo loaded,706,,
2017,1520,Developed economies: Americas,10,Total goods loaded,935.996,,
2017,1520,Developed economies: Americas,21,Crude oil discharged,266.05,,
2017,1520,Developed economies: Americas,22,Other tanker trade discharged,74.356,,
2017,1520,Developed economies: Americas,23,Dry cargo discharged,477.904,,
2017,1520,Developed economies: Americas,20,Total goods discharged,818.31,,
2017,1560,Developed economies: Asia and Oceania,11,Crude oil loaded,25.78,,
2017,1560,Developed economies: Asia and Oceania,12,Other tanker trade loaded,136.836,,
2017,1560,Developed economies: Asia and Oceania,13,Dry cargo loaded,1993.61,,
2017,1560,Developed economies: Asia and Oceania,10,Total goods loaded,2156.226,,
2017,1560,Developed economies: Asia and Oceania,21,Crude oil discharged,361.524,,
2017,1560,Developed economies: Asia and Oceania,22,Other tanker trade discharged,129.843,,
2017,1560,Developed economies: Asia and Oceania,23,Dry cargo discharged,1237.648,,
2017,1560,Developed economies: Asia and Oceania,20,Total goods discharged,1729.015,,
2017,1530,Developed economies: Asia,11,Crude oil loaded,15.4,,
2017,1530,Developed economies: Asia,12,Other tanker trade loaded,87.636,,
2017,1530,Developed economies: Asia,13,Dry cargo loaded,556.833,,
2017,1530,Developed economies: Asia,10,Total goods loaded,659.869,,
2017,1530,Developed economies: Asia,21,Crude oil discharged,334.589,,
2017,1530,Developed economies: Asia,22,Other tanker trade discharged,112.343,,
2017,1530,Developed economies: Asia,23,Dry cargo discharged,1149.167,,
2017,1530,Developed economies: Asia,20,Total goods discharged,1596.099,,
2017,1550,Developed economies: Oceania,11,Crude oil loaded,10.38,,
2017,1550,Developed economies: Oceania,12,Other tanker trade loaded,49.2,,
2017,1550,Developed economies: Oceania,13,Dry cargo loaded,1436.777,,
2017,1550,Developed economies: Oceania,10,Total goods loaded,1496.357,,
2017,1550,Developed economies: Oceania,21,Crude oil discharged,26.935,,
2017,1550,Developed economies: Oceania,22,Other tanker trade discharged,17.5,,
2017,1550,Developed economies: Oceania,23,Dry cargo discharged,88.481,,
2017,1550,Developed economies: Oceania,20,Total goods discharged,132.916,,
2017,1540,Developed economies: Europe,11,Crude oil loaded,276.029,,
2017,1540,Developed economies: Europe,12,Other tanker trade loaded,313.781,,
2017,1540,Developed economies: Europe,13,Dry cargo loaded,1157.757,,
2017,1540,Developed economies: Europe,10,Total goods loaded,1747.567,,
2017,1540,Developed economies: Europe,21,Crude oil discharged,500.701,,
2017,1540,Developed economies: Europe,22,Other tanker trade discharged,315.057,,
2017,1540,Developed economies: Europe,23,Dry cargo discharged,1286.827,,
2017,1540,Developed economies: Europe,20,Total goods discharged,2102.585,,
2018,0000,World,11,Crude oil loaded,1881.05,,
2018,0000,World,12,Other tanker trade loaded,1319.75,,
2018,0000,World,13,Dry cargo loaded,7818.35,,
2018,0000,World,10,Total goods loaded,11019.15,,
2018,0000,World,21,Crude oil discharged,2048.803,,
2018,0000,World,22,Other tanker trade discharged,1338.55,,
2018,0000,World,23,Dry cargo discharged,7629.393,,
2018,0000,World,20,Total goods discharged,11016.747,,
2018,5100,Africa,11,Crude oil loaded,297.437,,
2018,5100,Africa,12,Other tanker trade loaded,70.434,,
2018,5100,Africa,13,Dry cargo loaded,395.165,,
2018,5100,Africa,10,Total goods loaded,763.035,,
2018,5100,Africa,21,Crude oil discharged,39.042,,
2018,5100,Africa,22,Other tanker trade discharged,99.939,,
2018,5100,Africa,23,Dry cargo discharged,362.828,,
2018,5100,Africa,20,Total goods discharged,501.809,,
2018,5110,Northern Africa,11,Crude oil loaded,88.436,,
2018,5110,Northern Africa,12,Other tanker trade loaded,28.657,,
2018,5110,Northern Africa,13,Dry cargo loaded,105.421,,
2018,5110,Northern Africa,10,Total goods loaded,222.514,,
2018,5110,Northern Africa,21,Crude oil discharged,13.978,,
2018,5110,Northern Africa,22,Other tanker trade discharged,36.028,,
2018,5110,Northern Africa,23,Dry cargo discharged,183.746,,
2018,5110,Northern Africa,20,Total goods discharged,233.752,,
2018,5120,Sub-Saharan Africa,11,Crude oil loaded,209.001,,
2018,5120,Sub-Saharan Africa,12,Other tanker trade loaded,41.776,,
2018,5120,Sub-Saharan Africa,13,Dry cargo loaded,289.744,,
2018,5120,Sub-Saharan Africa,10,Total goods loaded,540.521,,
2018,5120,Sub-Saharan Africa,21,Crude oil discharged,25.064,,
2018,5120,Sub-Saharan Africa,22,Other tanker trade discharged,63.911,,
2018,5120,Sub-Saharan Africa,23,Dry cargo discharged,179.082,,
2018,5120,Sub-Saharan Africa,20,Total goods discharged,268.057,,
2018,5121,Eastern Africa,11,Crude oil loaded,0.096,,
2018,5121,Eastern Africa,12,Other tanker trade loaded,4.065,,
2018,5121,Eastern Africa,13,Dry cargo loaded,19.274,,
2018,5121,Eastern Africa,10,Total goods loaded,23.435,,
2018,5121,Eastern Africa,21,Crude oil discharged,0.262,,
2018,5121,Eastern Africa,22,Other tanker trade discharged,16.128,,
2018,5121,Eastern Africa,23,Dry cargo discharged,37.122,,
2018,5121,Eastern Africa,20,Total goods discharged,53.512,,
2018,5122,Middle Africa,11,Crude oil loaded,110.229,,
2018,5122,Middle Africa,12,Other tanker trade loaded,7.825,,
2018,5122,Middle Africa,13,Dry cargo loaded,16.688,,
2018,5122,Middle Africa,10,Total goods loaded,134.742,,
2018,5122,Middle Africa,21,Crude oil discharged,1.324,,
2018,5122,Middle Africa,22,Other tanker trade discharged,5.835,,
2018,5122,Middle Africa,23,Dry cargo discharged,21.233,,
2018,5122,Middle Africa,20,Total goods discharged,28.392,,
2018,5123,Southern Africa,11,Crude oil loaded,0,,
2018,5123,Southern Africa,12,Other tanker trade loaded,4.616,,
2018,5123,Southern Africa,13,Dry cargo loaded,168.93,,
2018,5123,Southern Africa,10,Total goods loaded,173.546,,
2018,5123,Southern Africa,21,Crude oil discharged,18.903,,
2018,5123,Southern Africa,22,Other tanker trade discharged,10.75,,
2018,5123,Southern Africa,23,Dry cargo discharged,24.647,,
2018,5123,Southern Africa,20,Total goods discharged,54.3,,
2018,5124,Western Africa,11,Crude oil loaded,98.676,,
2018,5124,Western Africa,12,Other tanker trade loaded,25.27,,
2018,5124,Western Africa,13,Dry cargo loaded,84.852,,
2018,5124,Western Africa,10,Total goods loaded,208.798,,
2018,5124,Western Africa,21,Crude oil discharged,4.575,,
2018,5124,Western Africa,22,Other tanker trade discharged,31.198,,
2018,5124,Western Africa,23,Dry cargo discharged,96.08,,
2018,5124,Western Africa,20,Total goods discharged,131.852,,
2018,5200,Americas,11,Crude oil loaded,324.024,,
2018,5200,Americas,12,Other tanker trade loaded,262.15,,
2018,5200,Americas,13,Dry cargo loaded,1835.159,,
2018,5200,Americas,10,Total goods loaded,2421.334,,
2018,5200,Americas,21,Crude oil discharged,303.271,,
2018,5200,Americas,22,Other tanker trade discharged,240,,
2018,5200,Americas,23,Dry cargo discharged,970.754,,
2018,5200,Americas,20,Total goods discharged,1514.025,,
2018,5210,Northern America,11,Crude oil loaded,123.407,,
2018,5210,Northern America,12,Other tanker trade loaded,173.5,,
2018,5210,Northern America,13,Dry cargo loaded,739.04,,
2018,5210,Northern America,10,Total goods loaded,1035.947,,
2018,5210,Northern America,21,Crude oil discharged,256.2,,
2018,5210,Northern America,22,Other tanker trade discharged,90.75,,
2018,5210,Northern America,23,Dry cargo discharged,529,,
2018,5210,Northern America,20,Total goods discharged,875.95,,
2018,5220,Latin America and the Caribbean,11,Crude oil loaded,200.617,,
2018,5220,Latin America and the Caribbean,12,Other tanker trade loaded,88.65,,
2018,5220,Latin America and the Caribbean,13,Dry cargo loaded,1096.119,,
2018,5220,Latin America and the Caribbean,10,Total goods loaded,1385.387,,
2018,5220,Latin America and the Caribbean,21,Crude oil discharged,47.071,,
2018,5220,Latin America and the Caribbean,22,Other tanker trade discharged,149.25,,
2018,5220,Latin America and the Caribbean,23,Dry cargo discharged,441.754,,
2018,5220,Latin America and the Caribbean,20,Total goods discharged,638.075,,
2018,5221,Caribbean,11,Crude oil loaded,1.169,,
2018,5221,Caribbean,12,Other tanker trade loaded,30.542,,
2018,5221,Caribbean,13,Dry cargo loaded,16.813,,
2018,5221,Caribbean,10,Total goods loaded,48.524,,
2018,5221,Caribbean,21,Crude oil discharged,19.346,,
2018,5221,Caribbean,22,Other tanker trade discharged,26.786,,
2018,5221,Caribbean,23,Dry cargo discharged,32.616,,
2018,5221,Caribbean,20,Total goods discharged,78.748,,
2018,5222,Central America,11,Crude oil loaded,65.389,,
2018,5222,Central America,12,Other tanker trade loaded,12.907,,
2018,5222,Central America,13,Dry cargo loaded,80.497,,
2018,5222,Central America,10,Total goods loaded,158.793,,
2018,5222,Central America,21,Crude oil discharged,1.475,,
2018,5222,Central America,22,Other tanker trade discharged,60.906,,
2018,5222,Central America,23,Dry cargo discharged,122.562,,
2018,5222,Central America,20,Total goods discharged,184.943,,
2018,5223,South America,11,Crude oil loaded,134.059,,
2018,5223,South America,12,Other tanker trade loaded,45.201,,
2018,5223,South America,13,Dry cargo loaded,998.809,,
2018,5223,South America,10,Total goods loaded,1178.069,,
2018,5223,South America,21,Crude oil discharged,26.25,,
2018,5223,South America,22,Other tanker trade discharged,61.559,,
2018,5223,South America,23,Dry cargo discharged,286.576,,
2018,5223,South America,20,Total goods discharged,374.385,,
2018,5300,Asia,11,Crude oil loaded,971.47,,
2018,5300,Asia,12,Other tanker trade loaded,623.145,,
2018,5300,Asia,13,Dry cargo loaded,2919.228,,
2018,5300,Asia,10,Total goods loaded,4513.843,,
2018,5300,Asia,21,Crude oil discharged,1193.584,,
2018,5300,Asia,22,Other tanker trade discharged,672.771,,
2018,5300,Asia,23,Dry cargo discharged,4873.321,,
2018,5300,Asia,20,Total goods discharged,6739.676,,
2018,5310,Central Asia,11,Crude oil loaded,0,,
2018,5310,Central Asia,12,Other tanker trade loaded,0,,
2018,5310,Central Asia,13,Dry cargo loaded,0,,
2018,5310,Central Asia,10,Total goods loaded,0,,
2018,5310,Central Asia,21,Crude oil discharged,0,,
2018,5310,Central Asia,22,Other tanker trade discharged,0,,
2018,5310,Central Asia,23,Dry cargo discharged,0,,
2018,5310,Central Asia,20,Total goods discharged,0,,
2018,5330,Eastern Asia,11,Crude oil loaded,16.232,,
2018,5330,Eastern Asia,12,Other tanker trade loaded,191.4,,
2018,5330,Eastern Asia,13,Dry cargo loaded,1177.937,,
2018,5330,Eastern Asia,10,Total goods loaded,1385.569,,
2018,5330,Eastern Asia,21,Crude oil discharged,750.35,,
2018,5330,Eastern Asia,22,Other tanker trade discharged,348.243,,
2018,5330,Eastern Asia,23,Dry cargo discharged,3276.108,,
2018,5330,Eastern Asia,20,Total goods discharged,4374.701,,
2018,5350,South-eastern Asia,11,Crude oil loaded,43.634,,
2018,5350,South-eastern Asia,12,Other tanker trade loaded,131.202,,
2018,5350,South-eastern Asia,13,Dry cargo loaded,1059.78,,
2018,5350,South-eastern Asia,10,Total goods loaded,1234.617,,
2018,5350,South-eastern Asia,21,Crude oil discharged,146.54,,
2018,5350,South-eastern Asia,22,Other tanker trade discharged,163.067,,
2018,5350,South-eastern Asia,23,Dry cargo discharged,637.509,,
2018,5350,South-eastern Asia,20,Total goods discharged,947.116,,
2018,5320,Southern Asia,11,Crude oil loaded,88.587,,
2018,5320,Southern Asia,12,Other tanker trade loaded,87.23,,
2018,5320,Southern Asia,13,Dry cargo loaded,184.828,,
2018,5320,Southern Asia,10,Total goods loaded,360.645,,
2018,5320,Southern Asia,21,Crude oil discharged,245.4,,
2018,5320,Southern Asia,22,Other tanker trade discharged,66.695,,
2018,5320,Southern Asia,23,Dry cargo discharged,466.183,,
2018,5320,Southern Asia,20,Total goods discharged,778.279,,
2018,5340,Western Asia,11,Crude oil loaded,823.017,,
2018,5340,Western Asia,12,Other tanker trade loaded,213.313,,
2018,5340,Western Asia,13,Dry cargo loaded,496.682,,
2018,5340,Western Asia,10,Total goods loaded,1533.012,,
2018,5340,Western Asia,21,Crude oil discharged,51.294,,
2018,5340,Western Asia,22,Other tanker trade discharged,94.766,,
2018,5340,Western Asia,23,Dry cargo discharged,493.52,,
2018,5340,Western Asia,20,Total goods discharged,639.58,,
2018,5400,Europe,11,Crude oil loaded,273.833,,
2018,5400,Europe,12,Other tanker trade loaded,303.504,,
2018,5400,Europe,13,Dry cargo loaded,1174.785,,
2018,5400,Europe,10,Total goods loaded,1752.122,,
2018,5400,Europe,21,Crude oil discharged,483.286,,
2018,5400,Europe,22,Other tanker trade discharged,299.302,,
2018,5400,Europe,23,Dry cargo discharged,1319.862,,
2018,5400,Europe,20,Total goods discharged,2102.451,,
2018,5500,Oceania,11,Crude oil loaded,14.285,,
2018,5500,Oceania,12,Other tanker trade loaded,60.517,,
2018,5500,Oceania,13,Dry cargo loaded,1494.013,,
2018,5500,Oceania,10,Total goods loaded,1568.815,,
2018,5500,Oceania,21,Crude oil discharged,29.62,,
2018,5500,Oceania,22,Other tanker trade discharged,26.538,,
2018,5500,Oceania,23,Dry cargo discharged,102.627,,
2018,5500,Oceania,20,Total goods discharged,158.785,,
2018,5600,Asia and Oceania,11,Crude oil loaded,985.755,,
2018,5600,Asia and Oceania,12,Other tanker trade loaded,683.662,,
2018,5600,Asia and Oceania,13,Dry cargo loaded,4413.241,,
2018,5600,Asia and Oceania,10,Total goods loaded,6082.658,,
2018,5600,Asia and Oceania,21,Crude oil discharged,1223.204,,
2018,5600,Asia and Oceania,22,Other tanker trade discharged,699.309,,
2018,5600,Asia and Oceania,23,Dry cargo discharged,4975.948,,
2018,5600,Asia and Oceania,20,Total goods discharged,6898.462,,
2018,1400,Developing economies,11,Crude oil loaded,1458.034,,
2018,1400,Developing economies,12,Other tanker trade loaded,708.756,,
2018,1400,Developing economies,13,Dry cargo loaded,3811.632,,
2018,1400,Developing economies,10,Total goods loaded,5978.423,,
2018,1400,Developing economies,21,Crude oil discharged,961.453,,
2018,1400,Developing economies,22,Other tanker trade discharged,814.055,,
2018,1400,Developing economies,23,Dry cargo discharged,4501.242,,
2018,1400,Developing economies,20,Total goods discharged,6276.751,,
2018,1410,Developing economies: Africa,11,Crude oil loaded,297.437,,
2018,1410,Developing economies: Africa,12,Other tanker trade loaded,70.434,,
2018,1410,Developing economies: Africa,13,Dry cargo loaded,395.165,,
2018,1410,Developing economies: Africa,10,Total goods loaded,763.035,,
2018,1410,Developing economies: Africa,21,Crude oil discharged,39.042,,
2018,1410,Developing economies: Africa,22,Other tanker trade discharged,99.939,,
2018,1410,Developing economies: Africa,23,Dry cargo discharged,362.828,,
2018,1410,Developing economies: Africa,20,Total goods discharged,501.809,,
2018,1420,Developing economies: Americas,11,Crude oil loaded,200.617,,
2018,1420,Developing economies: Americas,12,Other tanker trade loaded,88.65,,
2018,1420,Developing economies: Americas,13,Dry cargo loaded,1096.119,,
2018,1420,Developing economies: Americas,10,Total goods loaded,1385.387,,
2018,1420,Developing economies: Americas,21,Crude oil discharged,47.071,,
2018,1420,Developing economies: Americas,22,Other tanker trade discharged,149.25,,
2018,1420,Developing economies: Americas,23,Dry cargo discharged,441.754,,
2018,1420,Developing economies: Americas,20,Total goods discharged,638.075,,
2018,1460,Developing economies: Asia and Oceania,11,Crude oil loaded,959.98,,
2018,1460,Developing economies: Asia and Oceania,12,Other tanker trade loaded,549.672,,
2018,1460,Developing economies: Asia and Oceania,13,Dry cargo loaded,2320.348,,
2018,1460,Developing economies: Asia and Oceania,10,Total goods loaded,3830.001,,
2018,1460,Developing economies: Asia and Oceania,21,Crude oil discharged,875.34,,
2018,1460,Developing economies: Asia and Oceania,22,Other tanker trade discharged,564.866,,
2018,1460,Developing economies: Asia and Oceania,23,Dry cargo discharged,3696.66,,
2018,1460,Developing economies: Asia and Oceania,20,Total goods discharged,5136.866,,
2018,1430,Developing economies: Asia,11,Crude oil loaded,958.27,,
2018,1430,Developing economies: Asia,12,Other tanker trade loaded,541.91,,
2018,1430,Developing economies: Asia,13,Dry cargo loaded,2315.295,,
2018,1430,Developing economies: Asia,10,Total goods loaded,3815.475,,
2018,1430,Developing economies: Asia,21,Crude oil discharged,874.495,,
2018,1430,Developing economies: Asia,22,Other tanker trade discharged,559.828,,
2018,1430,Developing economies: Asia,23,Dry cargo discharged,3688.454,,
2018,1430,Developing economies: Asia,20,Total goods discharged,5122.777,,
2018,1450,Developing economies: Oceania,11,Crude oil loaded,1.71,,
2018,1450,Developing economies: Oceania,12,Other tanker trade loaded,7.762,,
2018,1450,Developing economies: Oceania,13,Dry cargo loaded,5.054,,
2018,1450,Developing economies: Oceania,10,Total goods loaded,14.526,,
2018,1450,Developing economies: Oceania,21,Crude oil discharged,0.845,,
2018,1450,Developing economies: Oceania,22,Other tanker trade discharged,5.038,,
2018,1450,Developing economies: Oceania,23,Dry cargo discharged,8.206,,
2018,1450,Developing economies: Oceania,20,Total goods discharged,14.089,,
2018,1500,Developed economies,11,Crude oil loaded,423.016,,
2018,1500,Developed economies,12,Other tanker trade loaded,610.994,,
2018,1500,Developed economies,13,Dry cargo loaded,4006.718,,
2018,1500,Developed economies,10,Total goods loaded,5040.727,,
2018,1500,Developed economies,21,Crude oil discharged,1087.35,,
2018,1500,Developed economies,22,Other tanker trade discharged,524.495,,
2018,1500,Developed economies,23,Dry cargo discharged,3128.151,,
2018,1500,Developed economies,20,Total goods discharged,4739.996,,
2018,1520,Developed economies: Americas,11,Crude oil loaded,123.407,,
2018,1520,Developed economies: Americas,12,Other tanker trade loaded,173.5,,
2018,1520,Developed economies: Americas,13,Dry cargo loaded,739.04,,
2018,1520,Developed economies: Americas,10,Total goods loaded,1035.947,,
2018,1520,Developed economies: Americas,21,Crude oil discharged,256.2,,
2018,1520,Developed economies: Americas,22,Other tanker trade discharged,90.75,,
2018,1520,Developed economies: Americas,23,Dry cargo discharged,529,,
2018,1520,Developed economies: Americas,20,Total goods discharged,875.95,,
2018,1560,Developed economies: Asia and Oceania,11,Crude oil loaded,25.775,,
2018,1560,Developed economies: Asia and Oceania,12,Other tanker trade loaded,133.99,,
2018,1560,Developed economies: Asia and Oceania,13,Dry cargo loaded,2092.893,,
2018,1560,Developed economies: Asia and Oceania,10,Total goods loaded,2252.658,,
2018,1560,Developed economies: Asia and Oceania,21,Crude oil discharged,347.864,,
2018,1560,Developed economies: Asia and Oceania,22,Other tanker trade discharged,134.443,,
2018,1560,Developed economies: Asia and Oceania,23,Dry cargo discharged,1279.289,,
2018,1560,Developed economies: Asia and Oceania,20,Total goods discharged,1761.596,,
2018,1530,Developed economies: Asia,11,Crude oil loaded,13.2,,
2018,1530,Developed economies: Asia,12,Other tanker trade loaded,81.235,,
2018,1530,Developed economies: Asia,13,Dry cargo loaded,603.933,,
2018,1530,Developed economies: Asia,10,Total goods loaded,698.368,,
2018,1530,Developed economies: Asia,21,Crude oil discharged,319.089,,
2018,1530,Developed economies: Asia,22,Other tanker trade discharged,112.943,,
2018,1530,Developed economies: Asia,23,Dry cargo discharged,1184.867,,
2018,1530,Developed economies: Asia,20,Total goods discharged,1616.899,,
2018,1550,Developed economies: Oceania,11,Crude oil loaded,12.575,,
2018,1550,Developed economies: Oceania,12,Other tanker trade loaded,52.755,,
2018,1550,Developed economies: Oceania,13,Dry cargo loaded,1488.96,,
2018,1550,Developed economies: Oceania,10,Total goods loaded,1554.29,,
2018,1550,Developed economies: Oceania,21,Crude oil discharged,28.775,,
2018,1550,Developed economies: Oceania,22,Other tanker trade discharged,21.5,,
2018,1550,Developed economies: Oceania,23,Dry cargo discharged,94.422,,
2018,1550,Developed economies: Oceania,20,Total goods discharged,144.697,,
2018,1540,Developed economies: Europe,11,Crude oil loaded,273.833,,
2018,1540,Developed economies: Europe,12,Other tanker trade loaded,303.504,,
2018,1540,Developed economies: Europe,13,Dry cargo loaded,1174.785,,
2018,1540,Developed economies: Europe,10,Total goods loaded,1752.122,,
2018,1540,Developed economies: Europe,21,Crude oil discharged,483.286,,
2018,1540,Developed economies: Europe,22,Other tanker trade discharged,299.302,,
2018,1540,Developed economies: Europe,23,Dry cargo discharged,1319.862,,
2018,1540,Developed economies: Europe,20,Total goods discharged,2102.451,,
2019,0000,World,11,Crude oil loaded,1860.263,,
2019,0000,World,12,Other tanker trade loaded,1302.65,,
2019,0000,World,13,Dry cargo loaded,7907.621,,
2019,0000,World,10,Total goods loaded,11070.533,,
2019,0000,World,21,Crude oil discharged,2022.757,,
2019,0000,World,22,Other tanker trade discharged,1320.487,,
2019,0000,World,23,Dry cargo discharged,7711.834,,
2019,0000,World,20,Total goods discharged,11055.077,,
2019,5100,Africa,11,Crude oil loaded,302.822,,
2019,5100,Africa,12,Other tanker trade loaded,91.642,,
2019,5100,Africa,13,Dry cargo loaded,419.618,,
2019,5100,Africa,10,Total goods loaded,814.082,,
2019,5100,Africa,21,Crude oil discharged,35.314,,
2019,5100,Africa,22,Other tanker trade discharged,113.364,,
2019,5100,Africa,23,Dry cargo discharged,384.995,,
2019,5100,Africa,20,Total goods discharged,533.674,,
2019,5110,Northern Africa,11,Crude oil loaded,92.243,,
2019,5110,Northern Africa,12,Other tanker trade loaded,43.028,,
2019,5110,Northern Africa,13,Dry cargo loaded,115.796,,
2019,5110,Northern Africa,10,Total goods loaded,251.067,,
2019,5110,Northern Africa,21,Crude oil discharged,9.355,,
2019,5110,Northern Africa,22,Other tanker trade discharged,42.928,,
2019,5110,Northern Africa,23,Dry cargo discharged,190.616,,
2019,5110,Northern Africa,20,Total goods discharged,242.899,,
2019,5120,Sub-Saharan Africa,11,Crude oil loaded,210.579,,
2019,5120,Sub-Saharan Africa,12,Other tanker trade loaded,48.614,,
2019,5120,Sub-Saharan Africa,13,Dry cargo loaded,303.822,,
2019,5120,Sub-Saharan Africa,10,Total goods loaded,563.015,,
2019,5120,Sub-Saharan Africa,21,Crude oil discharged,25.959,,
2019,5120,Sub-Saharan Africa,22,Other tanker trade discharged,70.436,,
2019,5120,Sub-Saharan Africa,23,Dry cargo discharged,194.379,,
2019,5120,Sub-Saharan Africa,20,Total goods discharged,290.775,,
2019,5121,Eastern Africa,11,Crude oil loaded,3.286,,
2019,5121,Eastern Africa,12,Other tanker trade loaded,8.384,,
2019,5121,Eastern Africa,13,Dry cargo loaded,19.791,,
2019,5121,Eastern Africa,10,Total goods loaded,31.461,,
2019,5121,Eastern Africa,21,Crude oil discharged,0.735,,
2019,5121,Eastern Africa,22,Other tanker trade discharged,19.079,,
2019,5121,Eastern Africa,23,Dry cargo discharged,52.454,,
2019,5121,Eastern Africa,20,Total goods discharged,72.268,,
2019,5122,Middle Africa,11,Crude oil loaded,105.437,,
2019,5122,Middle Africa,12,Other tanker trade loaded,7.525,,
2019,5122,Middle Africa,13,Dry cargo loaded,16.386,,
2019,5122,Middle Africa,10,Total goods loaded,129.348,,
2019,5122,Middle Africa,21,Crude oil discharged,1.332,,
2019,5122,Middle Africa,22,Other tanker trade discharged,6.895,,
2019,5122,Middle Africa,23,Dry cargo discharged,27.802,,
2019,5122,Middle Africa,20,Total goods discharged,36.029,,
2019,5123,Southern Africa,11,Crude oil loaded,0,,
2019,5123,Southern Africa,12,Other tanker trade loaded,5.63,,
2019,5123,Southern Africa,13,Dry cargo loaded,173.106,,
2019,5123,Southern Africa,10,Total goods loaded,178.736,,
2019,5123,Southern Africa,21,Crude oil discharged,19.47,,
2019,5123,Southern Africa,22,Other tanker trade discharged,11.46,,
2019,5123,Southern Africa,23,Dry cargo discharged,23.243,,
2019,5123,Southern Africa,20,Total goods discharged,54.173,,
2019,5124,Western Africa,11,Crude oil loaded,101.856,,
2019,5124,Western Africa,12,Other tanker trade loaded,27.075,,
2019,5124,Western Africa,13,Dry cargo loaded,94.539,,
2019,5124,Western Africa,10,Total goods loaded,223.47,,
2019,5124,Western Africa,21,Crude oil discharged,4.422,,
2019,5124,Western Africa,22,Other tanker trade discharged,33.002,,
2019,5124,Western Africa,23,Dry cargo discharged,90.88,,
2019,5124,Western Africa,20,Total goods discharged,128.304,,
2019,5200,Americas,11,Crude oil loaded,417.502,,
2019,5200,Americas,12,Other tanker trade loaded,211.813,,
2019,5200,Americas,13,Dry cargo loaded,1937.257,,
2019,5200,Americas,10,Total goods loaded,2566.573,,
2019,5200,Americas,21,Crude oil discharged,294.027,,
2019,5200,Americas,22,Other tanker trade discharged,251.731,,
2019,5200,Americas,23,Dry cargo discharged,960.602,,
2019,5200,Americas,20,Total goods discharged,1506.36,,
2019,5210,Northern America,11,Crude oil loaded,195.557,,
2019,5210,Northern America,12,Other tanker trade loaded,130.5,,
2019,5210,Northern America,13,Dry cargo loaded,833.953,,
2019,5210,Northern America,10,Total goods loaded,1160.01,,
2019,5210,Northern America,21,Crude oil discharged,248.98,,
2019,5210,Northern America,22,Other tanker trade discharged,108,,
2019,5210,Northern America,23,Dry cargo discharged,528.004,,
2019,5210,Northern America,20,Total goods discharged,884.984,,
2019,5220,Latin America and the Caribbean,11,Crude oil loaded,221.945,,
2019,5220,Latin America and the Caribbean,12,Other tanker trade loaded,81.313,,
2019,5220,Latin America and the Caribbean,13,Dry cargo loaded,1103.304,,
2019,5220,Latin America and the Caribbean,10,Total goods loaded,1406.563,,
2019,5220,Latin America and the Caribbean,21,Crude oil discharged,45.047,,
2019,5220,Latin America and the Caribbean,22,Other tanker trade discharged,143.731,,
2019,5220,Latin America and the Caribbean,23,Dry cargo discharged,432.598,,
2019,5220,Latin America and the Caribbean,20,Total goods discharged,621.376,,
2019,5221,Caribbean,11,Crude oil loaded,0.366,,
2019,5221,Caribbean,12,Other tanker trade loaded,26.775,,
2019,5221,Caribbean,13,Dry cargo loaded,18.606,,
2019,5221,Caribbean,10,Total goods loaded,45.748,,
2019,5221,Caribbean,21,Crude oil discharged,16.73,,
2019,5221,Caribbean,22,Other tanker trade discharged,26.419,,
2019,5221,Caribbean,23,Dry cargo discharged,31.598,,
2019,5221,Caribbean,20,Total goods discharged,74.747,,
2019,5222,Central America,11,Crude oil loaded,70.068,,
2019,5222,Central America,12,Other tanker trade loaded,7.727,,
2019,5222,Central America,13,Dry cargo loaded,82.877,,
2019,5222,Central America,10,Total goods loaded,160.672,,
2019,5222,Central America,21,Crude oil discharged,0.725,,
2019,5222,Central America,22,Other tanker trade discharged,62.715,,
2019,5222,Central America,23,Dry cargo discharged,123.608,,
2019,5222,Central America,20,Total goods discharged,187.048,,
2019,5223,South America,11,Crude oil loaded,151.511,,
2019,5223,South America,12,Other tanker trade loaded,46.811,,
2019,5223,South America,13,Dry cargo loaded,1001.821,,
2019,5223,South America,10,Total goods loaded,1200.143,,
2019,5223,South America,21,Crude oil discharged,27.592,,
2019,5223,South America,22,Other tanker trade discharged,54.597,,
2019,5223,South America,23,Dry cargo discharged,277.391,,
